ano,topic_code,pais,codigo_pais
2024,,Channel Islands,JG
2023,3.71500566060664,Channel Islands,JG
2022,5.34196183115412,Channel Islands,JG
2021,9.93680136363695,Channel Islands,JG
2020,-8.89677952309607,Channel Islands,JG
2019,1.57335515790562,Channel Islands,JG
2018,1.12224468139542,Channel Islands,JG
2017,1.80648020062763,Channel Islands,JG
2016,1.21302461173511,Channel Islands,JG
2015,0.374367230875421,Channel Islands,JG
2014,2.42710194939819,Channel Islands,JG
2013,0.493931288300132,Channel Islands,JG
2012,-5.7536617430689,Channel Islands,JG
2011,1.12504262460223,Channel Islands,JG
2010,-3.6066320695533,Channel Islands,JG
2009,,Channel Islands,JG
2008,,Channel Islands,JG
2007,,Channel Islands,JG
2006,,Channel Islands,JG
2005,,Channel Islands,JG
2004,,Channel Islands,JG
2003,,Channel Islands,JG
2002,,Channel Islands,JG
2001,,Channel Islands,JG
2000,,Channel Islands,JG
