ano,topic_code,pais,codigo_pais
2024,,Argentina,AR
2023,,Argentina,AR
2022,,Argentina,AR
2021,,Argentina,AR
2020,,Argentina,AR
2019,,Argentina,AR
2018,,Argentina,AR
2017,,Argentina,AR
2016,,Argentina,AR
2015,2086302.0,Argentina,AR
2014,,Argentina,AR
2013,,Argentina,AR
2012,,Argentina,AR
2011,,Argentina,AR
2010,1805957.0,Argentina,AR
2009,,Argentina,AR
2008,,Argentina,AR
2007,,Argentina,AR
2006,,Argentina,AR
2005,1673088.0,Argentina,AR
2004,,Argentina,AR
2003,,Argentina,AR
2002,,Argentina,AR
2001,,Argentina,AR
2000,1540219.0,Argentina,AR
