ano,topic_code,pais,codigo_pais
2024,,Austria,AT
2023,56033.573792065,Austria,AT
2022,52176.6649141178,Austria,AT
2021,53648.7190742245,Austria,AT
2020,48716.4098900349,Austria,AT
2019,49885.9947355204,Austria,AT
2018,51194.0749841299,Austria,AT
2017,47163.7425775142,Austria,AT
2016,45061.4993920192,Austria,AT
2015,43915.228020857,Austria,AT
2014,51314.9722616322,Austria,AT
2013,50305.3545774973,Austria,AT
2012,48250.4059142637,Austria,AT
2011,51116.8953522042,Austria,AT
2010,46611.1393420232,Austria,AT
2009,47857.4446635266,Austria,AT
2008,51581.3982361071,Austria,AT
2007,46622.9622913635,Austria,AT
2006,40382.2078298575,Austria,AT
2005,38157.37022862,Austria,AT
2004,36614.2506533707,Austria,AT
2003,32110.1159661425,Austria,AT
2002,26334.862215032,Austria,AT
2001,24430.495982841,Austria,AT
2000,24487.2974685956,Austria,AT
