ano,topic_code,pais,codigo_pais
2024,,Belgium,BE
2023,54700.9093236712,Belgium,BE
2022,50807.2047084918,Belgium,BE
2021,51655.7883303715,Belgium,BE
2020,45906.2875805246,Belgium,BE
2019,46716.6227467964,Belgium,BE
2018,47487.2100392561,Belgium,BE
2017,44035.3239358548,Belgium,BE
2016,41854.5498296444,Belgium,BE
2015,40893.804537772,Belgium,BE
2014,47995.7786961339,Belgium,BE
2013,46964.5946777056,Belgium,BE
2012,44874.1709182123,Belgium,BE
2011,47760.8298776546,Belgium,BE
2010,44197.393671162,Belgium,BE
2009,44923.3400135081,Belgium,BE
2008,48303.397956286,Belgium,BE
2007,44319.165448813,Belgium,BE
2006,38705.1067959147,Belgium,BE
2005,36809.7013403619,Belgium,BE
2004,35429.4077933344,Belgium,BE
2003,30655.2092679024,Belgium,BE
2002,25006.191397109,Belgium,BE
2001,23015.0712632462,Belgium,BE
2000,23098.8865077401,Belgium,BE
