ano,topic_code,pais,codigo_pais
2024,,France,FR
2023,44690.9345395117,France,FR
2022,41082.8119320747,France,FR
2021,43725.0999521245,France,FR
2020,39169.8606000707,France,FR
2019,40408.2848574751,France,FR
2018,41418.1766484844,France,FR
2017,38687.1626407164,France,FR
2016,37024.2157133669,France,FR
2015,36702.4323733379,France,FR
2014,43148.0459288416,France,FR
2013,42669.1795111893,France,FR
2012,40863.5814412333,France,FR
2011,43929.7840873812,France,FR
2010,40694.8211697025,France,FR
2009,41728.0884164132,France,FR
2008,45464.8181385158,France,FR
2007,41486.1907828787,France,FR
2006,36431.5658906555,France,FR
2005,34696.3718316971,France,FR
2004,33644.9282220364,France,FR
2003,29479.5222101175,France,FR
2002,24144.5727019529,France,FR
2001,22331.7948343036,France,FR
2000,22340.5939516217,France,FR
