ano,topic_code,pais,codigo_pais
2024,,Cyprus,CY
2023,36551.41796875,Cyprus,CY
2022,33938.9453125,Cyprus,CY
2021,33734.29296875,Cyprus,CY
2020,28649.015625,Cyprus,CY
2019,29703.052734375,Cyprus,CY
2018,29599.986328125,Cyprus,CY
2017,26696.990234375,Cyprus,CY
2016,24715.154296875,Cyprus,CY
2015,23487.228515625,Cyprus,CY
2014,27244.3515625,Cyprus,CY
2013,27797.45703125,Cyprus,CY
2012,28991.935546875,Cyprus,CY
2011,32485.796875,Cyprus,CY
2010,31105.02734375,Cyprus,CY
2009,32236.44921875,Cyprus,CY
2008,35397.296875,Cyprus,CY
2007,31244.87890625,Cyprus,CY
2006,26729.28125,Cyprus,CY
2005,24959.26171875,Cyprus,CY
2004,23792.619140625,Cyprus,CY
2003,20252.24609375,Cyprus,CY
2002,16093.2158203125,Cyprus,CY
2001,14821.44921875,Cyprus,CY
2000,14388.3525390625,Cyprus,CY
