ano,topic_code,pais,codigo_pais
2024,,Ethiopia,ET
2023,,Ethiopia,ET
2022,,Ethiopia,ET
2021,0.0372315272688866,Ethiopia,ET
2020,,Ethiopia,ET
2019,,Ethiopia,ET
2018,,Ethiopia,ET
2017,,Ethiopia,ET
2016,,Ethiopia,ET
2015,,Ethiopia,ET
2014,,Ethiopia,ET
2013,0.0,Ethiopia,ET
2012,,Ethiopia,ET
2011,,Ethiopia,ET
2010,,Ethiopia,ET
2009,,Ethiopia,ET
2008,,Ethiopia,ET
2007,,Ethiopia,ET
2006,,Ethiopia,ET
2005,,Ethiopia,ET
2004,,Ethiopia,ET
2003,,Ethiopia,ET
2002,,Ethiopia,ET
2001,,Ethiopia,ET
2000,,Ethiopia,ET
